inchikey14,metric_ik14,n_libs,n_spectra,libs
DLIMRWDPOZECAH,DLIMRWDPOZECAH,1,6,enveda-180
DLINUIGXVRSVSK,DLINUIGXVRSVSK,1,6,enveda-180
DLIONWOQFMWDNM,DLIONWOQFMWDNM,1,8,enveda-180
DLIOPICXZDYWND,DLIOPICXZDYWND,1,8,enveda-180
DLIOWFGCRNWAKV,DLIOWFGCRNWAKV,1,3,enveda-180
DLIRSZXSBGXWCR,DLIRSZXSBGXWCR,1,11,enveda-180
DLISTNVBJWOZHN,DLISTNVBJWOZHN,1,1,gnps
DLIWCBFCJHDIPF,DLIWCBFCJHDIPF,1,3,enveda-180
DLIYFCUDFSXMPB,DLIYFCUDFSXMPB,1,18,pluskal_ms2
DLJBEQJWYRMDEX,DLJBEQJWYRMDEX,1,3,enveda-180
DLJBLXQDIRRBNK,DLJBLXQDIRRBNK,1,8,enveda-180
DLJCEKPYFFBOHB,DLJCEKPYFFBOHB,1,4,enveda-180
DLJCKVCSKVSYPY,DLJCKVCSKVSYPY,2,10,pluskal_ms2;enveda-180
DLJFUUVNBRVWEQ,DLJFUUVNBRVWEQ,1,14,enveda-180
DLJGPUQWJDTLBA,DLJGPUQWJDTLBA,1,6,enveda-180
DLJGRAFVBGDMJQ,DLJGRAFVBGDMJQ,1,4,enveda-180
DLJHHHYBARPVHR,DLJHHHYBARPVHR,1,6,enveda-180
DLJIIGMMEZSSDU,DLJIIGMMEZSSDU,1,3,enveda-180
DLJKHMOYXSNEGI,DLJKHMOYXSNEGI,1,35,pluskal_ms2
DLJKIWWAHCGJFV,DLJKIWWAHCGJFV,1,8,enveda-180
DLJKPYFALUEJCK,DLJKPYFALUEJCK,3,43,pluskal_ms2;gnps;massbank
DLJMLRZTBHXPST,DLJMLRZTBHXPST,1,8,enveda-180
DLJNQVANPLSTRG,DLJNQVANPLSTRG,1,4,enveda-180
DLJODEUSHQZDCM,DLJODEUSHQZDCM,1,15,pluskal_ms2
DLJSEHVCRWISOM,DLJSEHVCRWISOM,1,7,enveda-180
DLJUUFOODXRCGZ,DLJUUFOODXRCGZ,1,3,enveda-180
DLJVVHYLOFGUAV,DLJVVHYLOFGUAV,1,4,enveda-180
DLJXANOBZVZKBU,DLJXANOBZVZKBU,1,4,enveda-180
DLJXTFQDZKGUKU,DLJXTFQDZKGUKU,1,4,enveda-180
DLJXWJLJLRFWMO,DLJXWJLJLRFWMO,1,3,gnps
DLKABIPIPQTNIT,DLKABIPIPQTNIT,1,10,pluskal_ms2
DLKBLQPKGYKYKB,DLKBLQPKGYKYKB,1,8,enveda-180
DLKCOYIUODKIAW,DLKCOYIUODKIAW,1,6,enveda-180
DLKDEVCJRCPTLN,DLKDEVCJRCPTLN,3,10,mona;gnps;riken
DLKFCGQZASCCRH,DLKFCGQZASCCRH,1,7,pluskal_ms2
DLKIALCIHJLAIO,DLKIALCIHJLAIO,1,4,enveda-180
DLKIPZKWUGLAOA,DLKIPZKWUGLAOA,1,4,enveda-180
DLKJAQRRAMXCGS,DLKJAQRRAMXCGS,1,7,enveda-180
DLKJYDSQGKBADO,DLKJYDSQGKBADO,1,2,spectraverse
DLKPPKNOQRTFNX,DLKPPKNOQRTFNX,1,8,enveda-180
DLKRNZBVQUCOQE,DLKRNZBVQUCOQE,1,8,enveda-180
DLKSORJSLRYCHY,DLKSORJSLRYCHY,1,5,enveda-180
DLKUZFYHONNGKS,DLKUZFYHONNGKS,1,4,enveda-180
DLKUZXYMVFJUQS,DLKUZXYMVFJUQS,2,22,enveda-180;pluskal_ms2
DLKVMHPSNPSGDF,DLKVMHPSNPSGDF,1,8,pluskal_ms2
DLKXGFKWMKFESY,DLKXGFKWMKFESY,1,3,enveda-180
DLLDSRRWGIGHQZ,DLLDSRRWGIGHQZ,1,4,enveda-180
DLLGJYVEENBXIF,DLLGJYVEENBXIF,1,14,pluskal_ms2
DLLGOQOIJMLHOY,DLLGOQOIJMLHOY,1,3,enveda-180
DLLGWQMAMFZVNR,DLLGWQMAMFZVNR,1,5,enveda-180
DLLJLLLKUILULN,DLLJLLLKUILULN,1,2,gnps
DLLKZVFYHWHTDD,DLLKZVFYHWHTDD,1,3,enveda-180
DLLMHEDYJQACRM,DLLMHEDYJQACRM,1,1,massbank
DLLNVFCMGSZYTA,DLLNVFCMGSZYTA,1,5,enveda-180
DLLOWFFMIYZIMU,DLLOWFFMIYZIMU,1,2,spectraverse
DLLULNTXJPATBC,DLLULNTXJPATBC,1,6,gnps
DLLVJVIEEHURGY,DLLVJVIEEHURGY,1,4,spectraverse
DLLXOQYQACAUMM,DLLXOQYQACAUMM,1,6,enveda-180
DLLYZAVVHRGZIQ,DLLYZAVVHRGZIQ,1,7,enveda-180
DLLZYSNYQLEBDM,DLLZYSNYQLEBDM,1,1,gnps
DLMAJBQYEGWVMY,DLMAJBQYEGWVMY,1,8,enveda-180
DLMGGAOGDGPQOA,DLMGGAOGDGPQOA,1,5,pluskal_ms2
DLMICSWBTHJZTQ,DLMICSWBTHJZTQ,2,9,pluskal_ms2;gnps
DLMJOXBJAPWNRI,DLMJOXBJAPWNRI,1,8,enveda-180
DLMLQZPDZALDJP,DLMLQZPDZALDJP,1,3,enveda-180
DLMNZGAILMQDHA,DLMNZGAILMQDHA,1,6,gnps
DLMOCBVVFUSPIJ,DLMOCBVVFUSPIJ,1,1,gnps
DLMYFMLKORXJPO,DLMYFMLKORXJPO,1,5,gnps
DLNAHGCLNGXVTN,DLNAHGCLNGXVTN,1,5,enveda-180
DLNAKYFPFYUBDR,DLNAKYFPFYUBDR,1,1,gnps
DLNALZLZQYNXLQ,DLNALZLZQYNXLQ,1,8,pluskal_ms2
DLNBHBKQYHVIRX,DLNBHBKQYHVIRX,1,5,enveda-180
DLNDAIRNHWMOEG,DLNDAIRNHWMOEG,1,3,enveda-180
DLNHHOJRZUERJQ,DLNHHOJRZUERJQ,1,8,enveda-180
DLNIXAYWWYGPGV,DLNIXAYWWYGPGV,1,14,enveda-180
DLNKEVNTTQXDQI,DLNKEVNTTQXDQI,1,5,pluskal_ms2
DLNKJDMXBQLEPW,DLNKJDMXBQLEPW,1,3,enveda-180
DLNKOYKMWOXYQA,DLNKOYKMWOXYQA,6,71,mona;riken;massbank;gnps;drug_plus;msdial
DLNMLPGZHDNQEL,DLNMLPGZHDNQEL,1,1,gnps
DLNNYCMOJRUAGX,DLNNYCMOJRUAGX,1,4,enveda-180
DLNPCPCMDUGNHL,DLNPCPCMDUGNHL,1,2,gnps
DLNPFEIJPKTOCM,DLNPFEIJPKTOCM,1,3,enveda-180
DLNPWGSMEBDEFC,DLNPWGSMEBDEFC,1,3,enveda-180
DLNPZWFUIOMILN,DLNPZWFUIOMILN,1,4,enveda-180
DLNTZDXVVDXRHM,DLNTZDXVVDXRHM,1,3,enveda-180
DLNUPKDFXMWRFP,DLNUPKDFXMWRFP,2,7,pluskal_ms2;gnps
DLNWZIVYKQXLTN,DLNWZIVYKQXLTN,5,134,riken;massbank;gnps;mona;msdial
DLNXBPOYAKRJCL,DLNXBPOYAKRJCL,1,8,enveda-180
DLNZALPTQVZDRU,DLNZALPTQVZDRU,1,12,enveda-180
DLOACPLYNCPRDL,DLOACPLYNCPRDL,2,13,pluskal_ms2;gnps
DLOBIOOAOCMOQE,DLOBIOOAOCMOQE,1,7,enveda-180
DLODCXORPSYLDB,DLODCXORPSYLDB,1,4,gnps
DLODIDASASYKKW,DLODIDASASYKKW,1,8,pluskal_ms2
DLOHWMLYAYFFKK,DLOHWMLYAYFFKK,1,6,gnps
DLOJCZNGLVYZPY,DLOJCZNGLVYZPY,1,8,pluskal_ms2
DLOKOGXBGVRWMZ,DLOKOGXBGVRWMZ,1,12,pluskal_ms2
DLOLDCBAXXJFAA,DLOLDCBAXXJFAA,1,2,enveda-180
DLOLLJULRWTYKM,DLOLLJULRWTYKM,1,15,pluskal_ms2
DLOLZGSHHGASEB,DLOLZGSHHGASEB,1,4,enveda-180
DLONNYMSUQGVRU,DLONNYMSUQGVRU,1,4,enveda-180
DLONOQKQLJOPNN,DLONOQKQLJOPNN,1,4,enveda-180
DLONUANIVUUDNY,DLONUANIVUUDNY,1,8,enveda-180
DLOOWZATOMKZNF,DLOOWZATOMKZNF,1,6,enveda-180
DLOPAOQBRXRMRC,DLOPAOQBRXRMRC,1,1,spectraverse
DLOPGTWCOYGDII,DLOPGTWCOYGDII,1,7,enveda-180
DLOPHBAZPSGLLM,DLOPHBAZPSGLLM,1,2,enveda-180
DLOSWOYUJLBSMC,DLOSWOYUJLBSMC,1,8,enveda-180
DLOVDWYXJWTKLA,DLOVDWYXJWTKLA,1,3,enveda-180
DLOXMJKHIUFEBX,DLOXMJKHIUFEBX,1,7,enveda-180
DLOYHPDHHKEBBT,DLOYHPDHHKEBBT,1,8,enveda-180
DLOYVGILSMWXGH,DLOYVGILSMWXGH,2,12,pluskal_ms2;gnps
DLPFCXUOOBWCDM,DLPFCXUOOBWCDM,1,3,enveda-180
DLPGYLSZVJDWFW,DLPGYLSZVJDWFW,1,5,enveda-180
DLPHFBIWECOOCS,DLPHFBIWECOOCS,1,7,enveda-180
DLPNCYOGQMAIJJ,DLPNCYOGQMAIJJ,1,3,enveda-180
DLPOGGGBTUUYPL,DLPOGGGBTUUYPL,1,12,enveda-180
DLPQKSIVNYSDCH,DLPQKSIVNYSDCH,1,7,enveda-180
DLPSDPPZXRJQOY,DLPSDPPZXRJQOY,1,1,gnps
DLPSIWBPECAFMI,DLPSIWBPECAFMI,1,8,enveda-180
DLPSTMSVAADQMA,DLPSTMSVAADQMA,1,1,gnps
DLPUORSHARZZPE,DLPUORSHARZZPE,1,3,enveda-180
DLPVFHIRSPCRGP,DLPVFHIRSPCRGP,1,8,pluskal_ms2
DLPWEDRGJCLIRX,DLPWEDRGJCLIRX,1,1,spectraverse
DLQATWWCHPSFGH,DLQATWWCHPSFGH,1,2,gnps
DLQDGDRMYFXVCP,DLQDGDRMYFXVCP,1,7,enveda-180
DLQDZSLVCDWDJQ,DLQDZSLVCDWDJQ,1,13,pluskal_ms2
DLQFYEAVOQTYJH,DLQFYEAVOQTYJH,1,13,enveda-180
DLQIFPDPFAMFFC,DLQIFPDPFAMFFC,1,8,pluskal_ms2
DLQMQQWJJDONNG,DLQMQQWJJDONNG,1,4,gnps
DLQOOQIWGMLCTO,DLQOOQIWGMLCTO,1,2,spectraverse
DLQPRUDQTOCNPH,DLQPRUDQTOCNPH,2,2,mona;riken
DLQQSBKGRBGGTE,DLQQSBKGRBGGTE,1,8,enveda-180
DLQRFZJXPWRATO,DLQRFZJXPWRATO,1,4,enveda-180
DLQRRKPKLYPOPK,DLQRRKPKLYPOPK,1,1,gnps
DLQSQLUIXMYHJR,DLQSQLUIXMYHJR,2,28,pluskal_ms2;enveda-180
DLQUISUIUPEVTR,DLQUISUIUPEVTR,1,6,enveda-180
DLQYNPKPOZQKRY,DLQYNPKPOZQKRY,1,5,enveda-180
DLRAUYJDZPOPNU,DLRAUYJDZPOPNU,1,4,enveda-180
DLRAWNALAUXRJH,DLRAWNALAUXRJH,1,1,gnps
DLRBVIBMUICYMB,DLRBVIBMUICYMB,1,4,enveda-180
DLRDXIQKUBDSSZ,DLRDXIQKUBDSSZ,1,14,enveda-180
DLRFNZBVVYAGCE,DLRFNZBVVYAGCE,1,5,enveda-180
DLRJMLONQBIIFU,DLRJMLONQBIIFU,1,5,enveda-180
DLRMCZVMVQBQDU,DLRMCZVMVQBQDU,1,7,pluskal_ms2
DLRNIEUAJKUXOY,DLRNIEUAJKUXOY,1,11,enveda-180
DLRNZUPJXRVWRW,DLRNZUPJXRVWRW,3,3,massbank;mona;riken
DLRODVLHYKQDQP,DLRODVLHYKQDQP,1,5,enveda-180
DLRUNVXFGVLQAI,DLRUNVXFGVLQAI,2,14,pluskal_ms2;gnps
DLRUPPDXXOKZET,DLRUPPDXXOKZET,1,8,pluskal_ms2
DLRVHPANPOSZRV,DLRVHPANPOSZRV,1,7,enveda-180
DLRVTPRCGBLHSU,DLRVTPRCGBLHSU,1,4,enveda-180
DLRVVLDZNNYCBX,DLRVVLDZNNYCBX,7,247,riken;gnps;mona;msdial;pluskal_ms2;massbank;drug_plus
DLRXTPWRTAQTNV,DLRXTPWRTAQTNV,1,7,pluskal_ms2
DLRYLDJTOLBBPU,DLRYLDJTOLBBPU,1,8,enveda-180
DLRZYDQJKMJCEJ,DLRZYDQJKMJCEJ,1,4,enveda-180
DLRZZRHEKNYGFE,DLRZZRHEKNYGFE,1,10,enveda-180
DLSCOPXCCPLOIK,DLSCOPXCCPLOIK,1,4,enveda-180
DLSFVZZQZZQKMQ,DLSFVZZQZZQKMQ,1,1,enveda-180
DLSGKZGEWUWGNK,DLSGKZGEWUWGNK,1,5,enveda-180
DLSICXKBSBTUFR,DLSICXKBSBTUFR,1,10,enveda-180
DLSIZVXBDUIVFM,DLSIZVXBDUIVFM,1,10,enveda-180
DLSLMXSWJIZDFS,DLSLMXSWJIZDFS,1,15,enveda-180
DLSNIOYYDVRCNI,DLSNIOYYDVRCNI,1,2,enveda-180
DLSNPBSVHDPWGN,DLSNPBSVHDPWGN,1,3,enveda-180
DLSOOTANJFAQHU,DLSOOTANJFAQHU,1,1,spectraverse
DLSOZCUMLYEBFU,DLSOZCUMLYEBFU,1,4,enveda-180
DLSPEGRJURWCRI,DLSPEGRJURWCRI,2,11,pluskal_ms2;gnps
DLSROANYZWWDGW,DLSROANYZWWDGW,1,2,gnps
DLSRXFSEIIQYEA,DLSRXFSEIIQYEA,1,8,enveda-180
DLSSOKINSKBRMM,DLSSOKINSKBRMM,1,7,enveda-180
DLSSPBOTVLPGAL,DLSSPBOTVLPGAL,1,7,enveda-180
DLSUNXFNKMCWNU,DLSUNXFNKMCWNU,1,4,enveda-180
DLSUXMZHOIJLGM,DLSUXMZHOIJLGM,4,7,gnps;msdial;riken;mona
DLSXAPYFZQNLPN,DLSXAPYFZQNLPN,1,1,gnps
DLSXCPLVYBVRTP,DLSXCPLVYBVRTP,1,6,enveda-180
DLSXLTDZIICCFX,DLSXLTDZIICCFX,1,5,enveda-180
DLSXULAWTQDVPG,DLSXULAWTQDVPG,1,8,enveda-180
DLSYNQSCFNXAEF,DLSYNQSCFNXAEF,1,8,enveda-180
DLSZFIUOLXAZNQ,TYPHDCBQTWHZGJ,1,2,enveda-180
DLSZFMYUEXITAD,DLSZFMYUEXITAD,2,2,mona;riken
DLTCQLQFRBSFIO,DLTCQLQFRBSFIO,1,10,enveda-180
DLTCYGRXJYROPH,VYCQJFBWIAFJKF,1,7,pluskal_ms2
DLTFNDYXFALVAP,DLTFNDYXFALVAP,1,7,enveda-180
DLTHOJUIZQSGNF,DLTHOJUIZQSGNF,1,9,enveda-180
DLTIPUOGLZHLFQ,DLTIPUOGLZHLFQ,1,8,enveda-180
DLTJCERRBRRZNA,DLTJCERRBRRZNA,1,4,enveda-180
DLTJDTTUAIXJNQ,DLTJDTTUAIXJNQ,1,4,enveda-180
DLTJMRZHYRVLIY,DLTJMRZHYRVLIY,1,3,enveda-180
DLTPUYDVRZRAIQ,DLTPUYDVRZRAIQ,1,8,enveda-180
DLTRFLKIZQENMA,DLTRFLKIZQENMA,1,8,pluskal_ms2
DLTUFJXTVTUMQK,DLTUFJXTVTUMQK,2,17,pluskal_ms2;gnps
DLUBVDVZGGTBGS,DLUBVDVZGGTBGS,1,4,enveda-180
DLUBZRNEFAOTAR,DLUBZRNEFAOTAR,1,4,enveda-180
DLUFHKPXEZJBPX,DLUFHKPXEZJBPX,1,3,enveda-180
DLUFJOLSYQLVCB,DLUFJOLSYQLVCB,1,4,enveda-180
DLUGWCHSZQHUGB,DLUGWCHSZQHUGB,1,10,pluskal_ms2
DLUGYDZIKNCXRV,DLUGYDZIKNCXRV,1,8,enveda-180
DLUKGIHCOQOYID,DLUKGIHCOQOYID,1,12,enveda-180
DLUMCWURZFMMSK,DLUMCWURZFMMSK,1,8,enveda-180
DLURHXYXQYMPLT,DLURHXYXQYMPLT,1,3,massbank
DLUSJMYBHISVNW,DLUSJMYBHISVNW,1,10,enveda-180
DLUVJVKLECEJGV,DLUVJVKLECEJGV,1,6,enveda-180
DLUWOUATRLGIOX,DLUWOUATRLGIOX,1,14,enveda-180
DLUXARXPVIRXIP,DLUXARXPVIRXIP,1,6,enveda-180
DLUYRLNZXPKAEM,DLUYRLNZXPKAEM,1,4,enveda-180
DLUYTXJHVSIAAU,DLUYTXJHVSIAAU,1,9,enveda-180
DLUYWSUFVSHQCA,DLUYWSUFVSHQCA,2,10,pluskal_ms2;enveda-180
DLVAFKANHBVBFS,DLVAFKANHBVBFS,1,8,pluskal_ms2
DLVAJUKFEGVDSF,DLVAJUKFEGVDSF,1,8,pluskal_ms2
DLVBPQOJFXHDCQ,DLVBPQOJFXHDCQ,1,3,enveda-180
DLVFMAIGDZRWMW,DLVFMAIGDZRWMW,1,4,enveda-180
DLVFSBJRMSYCAV,DLVFSBJRMSYCAV,1,5,enveda-180
DLVFSSFYUCAUCL,DLVFSSFYUCAUCL,1,4,enveda-180
DLVHZCRCJQKXGD,DLVHZCRCJQKXGD,2,15,pluskal_ms2;gnps
DLVISOCDWIVSIJ,DLVISOCDWIVSIJ,1,4,enveda-180
DLVKANVQLPINNH,DLVKANVQLPINNH,1,7,enveda-180
DLVLXOYLQKCAME,DLVLXOYLQKCAME,5,106,riken;pluskal_ms2;massbank;mona;msdial
DLVMKTPWVBIRPS,DLVMKTPWVBIRPS,1,13,enveda-180
DLVNFVFKIXILSJ,DLVNFVFKIXILSJ,1,6,enveda-180
DLVNPYQSKYKYBO,DLVNPYQSKYKYBO,1,5,enveda-180
DLVOSEUFIRPIRM,DLVOSEUFIRPIRM,2,32,pluskal_ms2;gnps
DLVQVSRSSQIDPJ,DLVQVSRSSQIDPJ,1,8,enveda-180
DLVROJOSCOTRAK,DLVROJOSCOTRAK,1,8,enveda-180
DLVSRZMWJITOQY,DLVSRZMWJITOQY,1,8,enveda-180
DLVSXWLKKQEWOQ,DLVSXWLKKQEWOQ,1,10,pluskal_ms2
DLVZNADBTIOQFR,DLVZNADBTIOQFR,1,1,massbank
DLWFIACLMHJIDL,DLWFIACLMHJIDL,1,4,enveda-180
DLWIOYDCOSOHIV,DLWIOYDCOSOHIV,1,1,spectraverse
DLWJEAICEROUKO,DLWJEAICEROUKO,1,3,enveda-180
DLWMEBWXSOSHFT,DLWMEBWXSOSHFT,1,2,gnps
DLWMKEWXCXYEMW,DLWMKEWXCXYEMW,1,4,enveda-180
DLWOLRLCJBCVEY,DLWOLRLCJBCVEY,2,17,pluskal_ms2;gnps
DLWPPGLWUCXJRR,DLWPPGLWUCXJRR,1,4,enveda-180
DLWRNCWIUHCXRC,DLWRNCWIUHCXRC,1,3,enveda-180
DLWRSSRGQCUNSW,DLWRSSRGQCUNSW,1,1,gnps
DLWWRJMDXWWLPL,DLWWRJMDXWWLPL,1,4,enveda-180
DLWYYIVLFZFKHX,DLWYYIVLFZFKHX,1,8,enveda-180
DLXBCUOPQXCRON,DLXBCUOPQXCRON,1,3,enveda-180
DLXBRGLABCEZAG,DLXBRGLABCEZAG,1,7,enveda-180
DLXCYLWOLYDYAC,DLXCYLWOLYDYAC,1,6,enveda-180
DLXFVXUUERJWPL,DLXFVXUUERJWPL,1,1,gnps
DLXHDCPISIPPJL,DLXHDCPISIPPJL,1,11,enveda-180
DLXIDRPOUBEOQZ,DLXIDRPOUBEOQZ,1,9,enveda-180
DLXJXBMYTQEOLJ,DLXJXBMYTQEOLJ,1,10,enveda-180
DLXQIOMLCKCPDS,DLXQIOMLCKCPDS,1,1,spectraverse
DLXRXSFJPBQGKG,DLXRXSFJPBQGKG,1,3,enveda-180
DLXSCPWXNYAEOY,DLXSCPWXNYAEOY,1,7,enveda-180
DLXSJKPVIOCSTE,DLXSJKPVIOCSTE,1,8,enveda-180
DLXVBDNBBVBMRU,DLXVBDNBBVBMRU,1,6,enveda-180
DLXXSHMXYPRDKU,DLXXSHMXYPRDKU,1,1,enveda-180
DLXYELYLCXNRFC,DLXYELYLCXNRFC,1,10,enveda-180
DLXYTMXBHSCEGL,DLXYTMXBHSCEGL,1,8,enveda-180
DLXYUGPIGSPUFI,DLXYUGPIGSPUFI,1,9,enveda-180
DLXZSEIYBRWZKF,DLXZSEIYBRWZKF,1,9,enveda-180
DLYBFZICOLZVIP,DLYBFZICOLZVIP,1,4,enveda-180
DLYIUUWYDVIFIC,DLYIUUWYDVIFIC,1,6,enveda-180
DLYKFHFPJFRAFD,DLYKFHFPJFRAFD,1,5,enveda-180
DLYLVEJJEWIZMQ,DLYLVEJJEWIZMQ,1,14,enveda-180
DLYLWOBAMMFDAM,DLYLWOBAMMFDAM,1,4,enveda-180
DLYPBXOHGFXLGI,DLYPBXOHGFXLGI,1,13,pluskal_ms2
DLYPJXBIMOKYHW,DLYPJXBIMOKYHW,1,5,pluskal_ms2
DLYQYUWUVNAFKS,DLYQYUWUVNAFKS,1,11,enveda-180
DLYVTEULDNMQAR,DLYVTEULDNMQAR,5,78,gnps;pluskal_ms2;msdial;riken;mona
DLYWXKKOXCUFBB,DLYWXKKOXCUFBB,1,4,enveda-180
DLYZAMDXLJPZLG,DLYZAMDXLJPZLG,1,3,enveda-180
DLYZNHFMXMAVEJ,DLYZNHFMXMAVEJ,1,8,pluskal_ms2
DLZAXOKGPNFSID,DLZAXOKGPNFSID,1,4,enveda-180
DLZBIJQHQLEQQI,DLZBIJQHQLEQQI,1,11,enveda-180
DLZDUCJCGFMIAU,LGPYRPXGGRWNSU,1,10,pluskal_ms2
DLZFDETWCGPRQY,DLZFDETWCGPRQY,1,3,enveda-180
DLZFNJWNYGSPOG,DLZFNJWNYGSPOG,1,5,enveda-180
DLZIWIUFISZZLL,DLZIWIUFISZZLL,2,2,msdial;riken
DLZKBXKJOGWZBP,DLZKBXKJOGWZBP,1,5,pluskal_ms2
DLZKGIUKRAHKRF,DLZKGIUKRAHKRF,1,4,enveda-180
DLZKYGGTIZYVTN,DLZKYGGTIZYVTN,1,6,enveda-180
DLZLBDWJYNIQJQ,DLZLBDWJYNIQJQ,1,9,enveda-180
DLZMKPZOEYKXHQ,DLZMKPZOEYKXHQ,4,65,riken;mona;msdial;gnps
DLZMZYFNVFBVHL,DLZMZYFNVFBVHL,1,8,enveda-180
DLZPWSNDMWTWJK,DLZPWSNDMWTWJK,1,18,pluskal_ms2
DLZROMOXRQIVEG,DLZROMOXRQIVEG,1,4,enveda-180
DLZRXPLLBPUSEJ,DLZRXPLLBPUSEJ,1,3,enveda-180
DLZSANWXMZXLCH,DLZSANWXMZXLCH,1,8,enveda-180
DLZSGCYUPAUPFW,DLZSGCYUPAUPFW,1,10,enveda-180
DLZULTCCAMDBQT,DLZULTCCAMDBQT,1,7,enveda-180
DLZURZSBQDNFDY,DLZURZSBQDNFDY,1,6,enveda-180
DLZVKKBSFAECMQ,DLZVKKBSFAECMQ,1,1,gnps
DLZWGCXNDLFLCF,DLZWGCXNDLFLCF,1,4,enveda-180
DLZZNFZUNMOVSY,DLZZNFZUNMOVSY,1,4,spectraverse
DMABZVOCZHXTAK,DMABZVOCZHXTAK,1,8,enveda-180
DMACTSMSPDZHJZ,DMACTSMSPDZHJZ,1,9,enveda-180
DMAHJCWVTUJBMZ,DMAHJCWVTUJBMZ,1,3,enveda-180
DMAHSPSVYCMKQC,DMAHSPSVYCMKQC,1,2,enveda-180
DMAIMDXYCKWSQM,DMAIMDXYCKWSQM,1,4,enveda-180
DMAISHKILQBRPW,DMAISHKILQBRPW,1,4,enveda-180
DMAIZVSJJDRKEF,DMAIZVSJJDRKEF,1,21,pluskal_ms2
DMAJERWCKACBOD,DMAJERWCKACBOD,1,4,enveda-180
DMAKHLDANLBZRJ,DMAKHLDANLBZRJ,1,6,enveda-180
DMAMULRFVSLMJR,DMAMULRFVSLMJR,1,8,pluskal_ms2
DMAOFWOOOIHKPU,DMAOFWOOOIHKPU,1,50,riken
DMAOQYFUFRRNHU,DMAOQYFUFRRNHU,1,3,enveda-180
DMARTFMIYJDXGW,DMARTFMIYJDXGW,1,1,spectraverse
DMASLKHVQRHNES,DMASLKHVQRHNES,3,6,riken;msdial;gnps
DMASWRHIFXTHKT,DMASWRHIFXTHKT,1,1,msdial
DMATUDYBHPWHBR,DMATUDYBHPWHBR,1,13,enveda-180
DMAXEADUOQCSHM,DMAXEADUOQCSHM,2,5,massbank;riken
DMAXRHDMTOJROF,DMAXRHDMTOJROF,1,8,enveda-180
DMBDSVAUFNAKHL,DMBDSVAUFNAKHL,1,16,pluskal_ms2
DMBDYYGJJRIRMQ,DMBDYYGJJRIRMQ,1,5,enveda-180
DMBFMFRZIPQQIZ,DMBFMFRZIPQQIZ,1,5,enveda-180
DMBHHRLKUKUOEG,DMBHHRLKUKUOEG,6,75,massbank;riken;mona;gnps;pluskal_ms2;msdial
DMBIQORQTCRXQP,DMBIQORQTCRXQP,1,4,enveda-180
DMBIVUIRWLZHTR,DMBIVUIRWLZHTR,1,2,spectraverse
DMBJFNOAALNMKZ,DMBJFNOAALNMKZ,1,4,enveda-180
DMBMTPVIPQFNEQ,DMBMTPVIPQFNEQ,1,4,enveda-180
DMBNNPWOMYHFOY,DMBNNPWOMYHFOY,2,9,pluskal_ms2;gnps
DMBOHKBOXSGSQB,DMBOHKBOXSGSQB,1,7,enveda-180
DMBOJIARSDNVQQ,DMBOJIARSDNVQQ,1,7,enveda-180
DMBOUFZCOZRCSL,DMBOUFZCOZRCSL,1,8,enveda-180
DMBPINKXIVDAGJ,DMBPINKXIVDAGJ,1,3,gnps
DMBPUXPAXKNUAI,DMBPUXPAXKNUAI,1,15,enveda-180
DMBTUDNCPLCWFW,DMBTUDNCPLCWFW,1,3,enveda-180
DMBUIFMXQQFLAB,DMBUIFMXQQFLAB,1,1,gnps
DMBWGHUEGICJDB,DMBWGHUEGICJDB,1,17,pluskal_ms2
DMBWNMRWMCRDGT,DMBWNMRWMCRDGT,1,5,enveda-180
DMBYYIJBPDWQFF,DMBYYIJBPDWQFF,1,5,pluskal_ms2
DMCDFFVFYUZVSP,DMCDFFVFYUZVSP,1,8,enveda-180
DMCDIBRGSWSVBV,DMCDIBRGSWSVBV,1,9,enveda-180
DMCDSLYVKYYIQE,DMCDSLYVKYYIQE,1,6,enveda-180
DMCFALWEJBKDHJ,DMCFALWEJBKDHJ,1,5,enveda-180
DMCFCOHMDVBKBG,DMCFCOHMDVBKBG,1,12,enveda-180
DMCFVEULVDRAIS,DMCFVEULVDRAIS,1,14,enveda-180
DMCISVVMTMIRRS,DMCISVVMTMIRRS,1,8,enveda-180
DMCKFAOCACFYQG,DMCKFAOCACFYQG,2,8,pluskal_ms2;gnps
DMCLXZMIIKHRJJ,DMCLXZMIIKHRJJ,1,5,enveda-180
DMCNSGHLMGWPIJ,DMCNSGHLMGWPIJ,1,2,enveda-180
DMCOCAWCHDLUSP,DMCOCAWCHDLUSP,1,5,enveda-180
DMCPDARLMVVZEN,DMCPDARLMVVZEN,1,5,pluskal_ms2
DMCPFOBLJMLSNX,DMCPFOBLJMLSNX,5,76,gnps;riken;massbank;msdial;mona
DMCQJJAWMFBPOX,DMCQJJAWMFBPOX,1,2,gnps
DMCQPUOZOBAUQJ,DMCQPUOZOBAUQJ,1,4,enveda-180
DMCRNKMVVYXOIX,DMCRNKMVVYXOIX,1,4,enveda-180
DMCWKFZTIJQPJE,DMCWKFZTIJQPJE,1,6,enveda-180
DMCWLGGPDFHESC,DMCWLGGPDFHESC,1,4,enveda-180
DMCXPEGGEJGCIJ,DMCXPEGGEJGCIJ,1,3,enveda-180
DMCZNCBRWOXURK,DMCZNCBRWOXURK,1,2,enveda-180
