inchikey14,metric_ik14,heavy_atom_comp,tautomer_shifted
IRZZVDHGNHGNAI,IRZZVDHGNHGNAI,B1C17F3N2O4,False
IRZZYLMMULHENA,IRZZYLMMULHENA,C19Cl1N3O2,False
ISACHROSLKXCBE,ISACHROSLKXCBE,Br1C14N1O4S1,False
ISACLAIMPADPCR,ISACLAIMPADPCR,C19N4O2,False
ISACZHWHYSFVTQ,ISACZHWHYSFVTQ,C16N3O3S1,False
ISAFORAWXHNAPD,ISAFORAWXHNAPD,Br1C12F2N2O2,False
ISAFZKVQCTXKKR,ISAFZKVQCTXKKR,C17Cl1N4O3,False
ISAGNOQFIARRIY,ISAGNOQFIARRIY,C20N4O4,False
ISAGUPGIYABCGK,ISAGUPGIYABCGK,C14N6O1S1,False
ISAJYYBEIWEHRE,ISAJYYBEIWEHRE,C13N4O3S1,False
ISAKEQDXSNZCRZ,ISAKEQDXSNZCRZ,C15Cl1N5O1,False
ISAKRJDGNUQOIC,ISAKRJDGNUQOIC,C4N2O2,False
ISAKSWIDOFUYPP,ISAKSWIDOFUYPP,C20Cl1N4O1,False
ISALBQICPYTMHS,ISALBQICPYTMHS,C16Cl1N1O4,False
ISAMHSJARVPQOT,ISAMHSJARVPQOT,C23N1O2,False
ISAMVKCHQVSGHJ,ISAMVKCHQVSGHJ,C23N5O1,False
ISAOCJYIOMOJEB,ISAOCJYIOMOJEB,C14O2,False
ISAOFQXXUFHVNO,ISAOFQXXUFHVNO,C16N2O2,False
ISAOJQMMOZNWRL,ISAOJQMMOZNWRL,C19F1N3O2,False
ISAPBTIIQWDMQY,ISAPBTIIQWDMQY,C16N4O4S1,False
ISAPEMNKYRRRMK,ISAPEMNKYRRRMK,C15Cl1N1O4,False
ISAQGRHIPOXGLC,ISAQGRHIPOXGLC,C19F3N3O3,False
ISARLINRHBMGQF,ISARLINRHBMGQF,C33O12,False
ISASBCCXPKEGPL,ISASBCCXPKEGPL,C20N3O3,False
ISAVYTVYFVQUDY,ISAVYTVYFVQUDY,C14O1,False
ISAYOOHETRZIKW,ISAYOOHETRZIKW,C20N2O3S1,False
ISBARGIZOHDGIC,ISBARGIZOHDGIC,C20N4O1,False
ISBASJZHGUGGSM,ISBASJZHGUGGSM,C15N2O3,False
ISBDKZVKDBRCKX,ISBDKZVKDBRCKX,C18N3O2,False
ISBFZQKZDUPXCU,ISBFZQKZDUPXCU,C17N1O4,False
ISBGNOANAQTSBJ,ISBGNOANAQTSBJ,C17F1N2O2,False
ISBHHMWJOCZDOL,ISBHHMWJOCZDOL,C12N4O2,False
ISBHYKVAFKTATD,ISBHYKVAFKTATD,C13N6,False
ISBJFJLQYNPNEW,ISBJFJLQYNPNEW,C14F2N3O2S1,False
ISBKEYQPAWAMRF,ISBKEYQPAWAMRF,C22O7,False
ISBKZTZZPMFIFS,ISBKZTZZPMFIFS,C16F3N5O1,False
ISBMEWLAHGWBCG,ISBMEWLAHGWBCG,C19N3O2,False
ISBOWVGEWJOYCE,ISBOWVGEWJOYCE,C20N4O2,False
ISBRJJVZSHATOQ,ISBRJJVZSHATOQ,C21F2N5O3S1,False
ISBRJTWVWWGOGR,ISBRJTWVWWGOGR,Br1C12N2O3,False
ISBRUASULWPTIR,ISBRUASULWPTIR,C18F1N2O3,False
ISBRVJYZSHXPKF,ISBRVJYZSHXPKF,C16N3O2,False
ISBXJUBQFBQKML,ISBXJUBQFBQKML,C20F2N2O3,False
ISBYGUIYECKOCN,ISBYGUIYECKOCN,C15Cl1F1N5O1,False
ISCANIMUSYAVAF,ISCANIMUSYAVAF,C13N1O3,False
ISCAVOPAYSUFTQ,ISCAVOPAYSUFTQ,C19F1N3O2,False
ISCBCHYGWDFWRB,ISCBCHYGWDFWRB,C16F2N3O2,False
ISCCMPZDUXGWLH,CCAMYWUJCZOHEU,C26Cl1N3O2S1,True
ISCCTQVVRPLTCH,ISCCTQVVRPLTCH,C33N1O3,False
ISCDRBKKLQVPDM,ISCDRBKKLQVPDM,C16N8O2,False
ISCGDVFWNGWBHI,ISCGDVFWNGWBHI,Br1C14N2O3,False
ISCHOARKJADAKJ,ISCHOARKJADAKJ,C25N2O4S1,False
ISCJWAGUTONHPY,ISCJWAGUTONHPY,C18Cl1N5O1,False
ISCKXUDOBWFIPG,ISCKXUDOBWFIPG,C14N2O5S1,False
ISCLNVSMGNXNFW,ISCLNVSMGNXNFW,C17N4O2,False
ISCNEPGWOMLRAI,ISCNEPGWOMLRAI,C20N4O3,False
ISCOBNWTWBSGJN,ISCOBNWTWBSGJN,C48N1O8P1,False
ISCQDOJMFJSHAB,ISCQDOJMFJSHAB,C14Cl1N2O4S1,False
ISCQYPPCSYRZOT,ISCQYPPCSYRZOT,C22O8,False
ISCSAHZJBBJRON,ISCSAHZJBBJRON,C14N4O2,False
ISCSEDBAXZSBFZ,ISCSEDBAXZSBFZ,C16N3O2,False
ISCUGEZKQPXHAY,ISCUGEZKQPXHAY,C16F1N4O2,False
ISCVZFDFWHWKNF,ISCVZFDFWHWKNF,C17N2O3S1,False
ISCWPZCKVAFCHV,ISCWPZCKVAFCHV,C17N4O2,False
ISCYGRQYLMYEQU,ISCYGRQYLMYEQU,C17N4O3,False
ISCZWEMVHMQGQU,ISCZWEMVHMQGQU,C22N3O3,False
ISDCOSZXPFDYAX,ISDCOSZXPFDYAX,Br1C14N1O3,False
ISDDFTXFQFYATM,ISDDFTXFQFYATM,C16F2N4O2,False
ISDFUUQUHWVQAX,ISDFUUQUHWVQAX,C35N2O6,False
ISDKKPQAQWIXAB,ISDKKPQAQWIXAB,C15Cl1N3O4,False
ISDNVVFMQIMHNC,ISDNVVFMQIMHNC,C19N4O2,False
ISDREWGHYTYWAJ,ISDREWGHYTYWAJ,C12N5O3S1,False
ISDRGWLCNUJTAI,ISDRGWLCNUJTAI,C17N2O2S1,False
ISDSJKUMVMDOAX,ISDSJKUMVMDOAX,C14Cl1N4O1,False
ISDTWAKQYQPYBS,BCFLBUJTWJNYRV,C19N3O3,True
ISDWYSGTYITCHG,ISDWYSGTYITCHG,C40N4O3,False
ISDXXBVYCIDTIV,ISDXXBVYCIDTIV,C9N1O3,False
ISDZRYHCUOLHBN,ISDZRYHCUOLHBN,C13N4O2,False
ISEBIGZMKDQQJT,ISEBIGZMKDQQJT,C34N1O3,False
ISECVSFUIQIULX,ISECVSFUIQIULX,C15N4O1S1,False
ISEFROSMDUZELK,ISEFROSMDUZELK,C11N1O2S1,False
ISEGSJJRMOQSAF,ISEGSJJRMOQSAF,C13N2O2,False
ISEHJSHTIVKELA,ISEHJSHTIVKELA,C12I1N1,False
ISEJNYOKTNBXRW,ISEJNYOKTNBXRW,C21N2O2,False
ISELPVHLZXWMIH,ISELPVHLZXWMIH,C15F1N4O1,False
ISELQDXAOGXIAD,ISELQDXAOGXIAD,C15F4N2O2,False
ISEMRMJCDSJQGI,ISEMRMJCDSJQGI,C18N5O2,False
ISEMTWUJHBTWMM,ISEMTWUJHBTWMM,C16Cl2N3O2,False
ISENNVRBEKSFTN,ISENNVRBEKSFTN,C23N2O2S1,False
ISEOCUFBEDNRIP,ISEOCUFBEDNRIP,C15N2O2,False
ISEQJQGCDDYDAI,ISEQJQGCDDYDAI,C16N5O3,False
ISEQJTGZPNHBCC,ISEQJTGZPNHBCC,Br1C17F2N2O2S1,False
ISERNPALXTXXLC,ISERNPALXTXXLC,C16N3O3,False
ISEUFVQQFVOBCY,ISEUFVQQFVOBCY,C10N5O1,False
ISEVWLKUAUVFEC,ISEVWLKUAUVFEC,C15F1N4O2,False
ISEXAMXDACXVDJ,ISEXAMXDACXVDJ,C20N3O3,False
ISEXGKOZTCZIPR,ISEXGKOZTCZIPR,C13F1N3O1S2,False
ISEYJGQFXSTPMQ,ISEYJGQFXSTPMQ,C6O7P1,False
ISEZDOPHMFNTPN,ISEZDOPHMFNTPN,C17N1O4,False
ISFAVNVSXBFILT,ISFAVNVSXBFILT,C17Cl1N4O1,False
ISFBBHXYXRSSIR,ISFBBHXYXRSSIR,C19N2O4,False
ISFDGRLNBZITGH,ISFDGRLNBZITGH,C19N4O2,False
ISFFJOFNLNXPLJ,ISFFJOFNLNXPLJ,C20N1O3S1,False
ISFFLKVMRYCLGG,ISFFLKVMRYCLGG,C12N3O3S1,False
ISFFTEWJOFYRNG,ISFFTEWJOFYRNG,C50N7O11,False
ISFGCSFMVKZJPC,ISFGCSFMVKZJPC,C18N2O2,False
ISFGHZCKBBHOJQ,ISFGHZCKBBHOJQ,C19Cl1F3N4O2,False
ISFGJNHRZRIECK,ISFGJNHRZRIECK,C22N4O2,False
ISFHUHKZTDCXAJ,ISFHUHKZTDCXAJ,C16N5O1S1,False
ISFKSWMQWIRDNC,ISFKSWMQWIRDNC,C6F7O2,False
ISFMXVMWEWLJGJ,ISFMXVMWEWLJGJ,C15O2,False
ISFOHBUHSHTNMF,ISFOHBUHSHTNMF,C20F2N3O1,False
ISFOSUUFILLVJL,ISFOSUUFILLVJL,C19N3O1,False
ISFPDBUKMJDAJH,ISFPDBUKMJDAJH,C13O2,False
ISFPKMWPJWBGJI,ISFPKMWPJWBGJI,C19F3N2O2,False
ISFQIIVOPDKMKR,ISFQIIVOPDKMKR,Br1C13N4O1,False
ISFVBXBSAYPDAS,ISFVBXBSAYPDAS,C16N7O2,False
ISFWZEJVUDTOCW,ISFWZEJVUDTOCW,C12N1O3S1,False
ISFZDNQEUHXLOQ,ISFZDNQEUHXLOQ,C18N4O2,False
ISFZLCOBQBQGTM,ISFZLCOBQBQGTM,C19N4O1,False
ISGABNQTTREEEC,ISGABNQTTREEEC,C18N4O2,False
ISGBZYSIIFFNQE,ISGBZYSIIFFNQE,C16N7O1,False
ISGDBKDHQSTBRD,ISGDBKDHQSTBRD,C15F3N6O1,False
ISGDESUDXXUTOQ,ISGDESUDXXUTOQ,C24F1N8O1,False
ISGFHJJWMHHWNB,ISGFHJJWMHHWNB,C14N3O3,False
ISGGBFHAKZQZPM,ISGGBFHAKZQZPM,C30O4,False
ISGGDENOSLYLNF,ISGGDENOSLYLNF,C17N3O2,False
ISGGRGRMTBVSEN,ISGGRGRMTBVSEN,C14O6,False
ISGHIGMGRPSNGM,ISGHIGMGRPSNGM,C6N1O2S1,False
ISGIHCKXCKKZGK,ISGIHCKXCKKZGK,C18F2N3O2,False
ISGKSTOOPWPBST,ISGKSTOOPWPBST,C47N2O7P1,False
ISGNECQZLVAVMD,ISGNECQZLVAVMD,C18N3O1,False
ISGOANNKASWEAJ,ISGOANNKASWEAJ,C16N3O2,False
ISGOPIOFRCCSAH,ISGOPIOFRCCSAH,C16N4O3,False
ISGPWZKRZUSOTG,ISGPWZKRZUSOTG,C17N4O3,False
ISGVDNREMJXRHN,ISGVDNREMJXRHN,C16F2N2O2,False
ISGVPFGXGBODED,ISGVPFGXGBODED,C17F3N3O3,False
ISGWUEJNNHOQAR,REDINTKNKWHBJX,C15F1N5O2,True
ISGYBTOINXAQJG,ISGYBTOINXAQJG,C19F1N1O2,False
ISGYHDRPFFQFDZ,ISGYHDRPFFQFDZ,C16N4O3,False
ISHCEDBDGWWHGP,ISHCEDBDGWWHGP,C15Cl1N4O1,False
ISHCLBRJJBKRTF,ISHCLBRJJBKRTF,C19N4O2,False
ISHFAIIWVKYIGR,ISHFAIIWVKYIGR,C19N3O2,False
ISHIAZYAKMFLFJ,ISHIAZYAKMFLFJ,C19N2O2,False
ISHJLMBCXXAVPC,ISHJLMBCXXAVPC,C22N4O3S1,False
ISHKOMZJAWSTJG,ISHKOMZJAWSTJG,C19Cl1N3O2,False
ISHKRNXLVREQBA,ISHKRNXLVREQBA,C9N1O2,False
ISHOMJGAOPXCEF,ISHOMJGAOPXCEF,C18O5,False
ISHOUKQKQSZMNW,ISHOUKQKQSZMNW,C14N1O2S2,False
ISHPUOHDUAZWTO,ISHPUOHDUAZWTO,C18N3O3,False
ISHQWFIGMXUASS,ISHQWFIGMXUASS,C13Cl1N2O2,False
ISHREPFNXDXAJL,ISHREPFNXDXAJL,C16N4O3S1,False
ISHSFKTZSAFQRN,ISHSFKTZSAFQRN,C22N2O1,False
ISHSYXYEZGIZSA,ISHSYXYEZGIZSA,C14N3O2,False
ISHUKYBHEZATMQ,ISHUKYBHEZATMQ,C40O17,False
ISHVKZQVBBNJPC,ISHVKZQVBBNJPC,C15N4O2,False
ISHWYCFGWITIDH,ISHWYCFGWITIDH,C21N2O4,False
ISHXLNHNDMZNMC,ISHXLNHNDMZNMC,C21N1O2,False
ISHXRANDGDVGJS,ISHXRANDGDVGJS,C15O5,False
ISHZZMZPKCMSKS,ISHZZMZPKCMSKS,C15N1O2S2,False
ISIBDMAKFALNIA,ISIBDMAKFALNIA,C12Cl1F3N5,False
ISIDDWSXWOEZTM,ISIDDWSXWOEZTM,C16N3O1S2,False
ISIDSVGOLWVZET,ISIDSVGOLWVZET,C12F3N3O3,False
ISIIMBVWHRPYFM,ISIIMBVWHRPYFM,C19N2O5,False
ISIIOLWNTOWLCC,ISIIOLWNTOWLCC,C17N6O1,False
ISIJQLJCVLEJME,ISIJQLJCVLEJME,C14F3N2O2,False
ISIKHWVCEPKAQU,ISIKHWVCEPKAQU,C20N3O2,False
ISIKUFUUSJWMGM,ISIKUFUUSJWMGM,C19N2O2,False
ISILNTBRXLHYTE,ISILNTBRXLHYTE,C13F2N3O3S1,False
ISIMGIDDZKHCAG,ISIMGIDDZKHCAG,C17N4O1S1,False
ISIPAZCRDHLSRN,ISIPAZCRDHLSRN,C17F3N2O3,False
ISISTQSPRKPQIA,ISISTQSPRKPQIA,C14N2O4S2,False
ISIUFOJDMVDJGX,ISIUFOJDMVDJGX,C18N4,False
ISIULJFHWIJQIY,ISIULJFHWIJQIY,C16F1N1O4S1,False
ISIVIKWZCYXQCD,ISIVIKWZCYXQCD,Br1C15F1N4O1,False
ISIVOJWVBJIOFM,ISIVOJWVBJIOFM,C21N5O5S1,False
ISIYGEJYGFJTSD,ISIYGEJYGFJTSD,C18Cl1N3O3,False
ISIYZGVCLMTZON,ISIYZGVCLMTZON,C17N3O2,False
ISJDEIQJMCUPEP,ISJDEIQJMCUPEP,C14F3N4O1,False
ISJFYPYIRYECBB,ISJFYPYIRYECBB,C15N3O3,False
ISJGWWJOUAIEQD,ISJGWWJOUAIEQD,C22N5O2,False
ISJHMLFTEUWZJW,ISJHMLFTEUWZJW,C17N5O3,False
ISJIAPXGYUTNLX,ISJIAPXGYUTNLX,C18Cl1N3O4,False
ISJIJBHDNQFRTO,ISJIJBHDNQFRTO,C12N2O2,False
ISJJEQGKYKEBIA,ISJJEQGKYKEBIA,C23Cl1N4O3,False
ISJJHKVPTYZWOE,ISJJHKVPTYZWOE,C13N1O4,False
ISJJJJROBIWIBA,ISJJJJROBIWIBA,C17N4O2,False
ISJLLEYVLZBZHK,ISJLLEYVLZBZHK,C47N1O8P1,False
ISJNUXCBKDIHHK,ISJNUXCBKDIHHK,C14N4O2S1,False
ISJOEDKIXQJTIC,ISJOEDKIXQJTIC,C17N3O1,False
ISJOISVZIQAYQS,ISJOISVZIQAYQS,C18Cl1N4O1,False
ISJPPVPFBFUXAM,ISJPPVPFBFUXAM,C18N2O3,False
ISJQJLYOEHZSIP,ISJQJLYOEHZSIP,C14F3N2O3,False
ISJQSNYDQPXJRD,ISJQSNYDQPXJRD,C22F2N3O3,False
ISJRMOARTUIEPA,ISJRMOARTUIEPA,C17F1N2O3,False
ISJSHQTWOHGCMM,ISJSHQTWOHGCMM,C32N5O5S1,False
ISJUXZUHHAQPBH,ISJUXZUHHAQPBH,Br1C16F1N2O3,False
ISJUYFBACBKWBV,ISJUYFBACBKWBV,C17Cl2N2O1,False
ISJVDMWNISUFRJ,ISJVDMWNISUFRJ,C19O1,False
ISJYIDPQRYDXMP,ISJYIDPQRYDXMP,C19N6O3,False
ISJYMLMHFGECHP,ISJYMLMHFGECHP,C17F1N3O2,False
ISJZHTVKZWCZLN,ISJZHTVKZWCZLN,C17N4O4S1,False
ISKBCNMOTUDCIK,ISKBCNMOTUDCIK,C23F2N4O1,False
ISKBJTAHHJGJCX,ISKBJTAHHJGJCX,C31O4,False
ISKBLVWFMLHNBE,ISKBLVWFMLHNBE,C21N4O2,False
ISKBSFDUBZEFOZ,ISKBSFDUBZEFOZ,C21N1O2,False
ISKBVDBNQATLOF,ISKBVDBNQATLOF,C22N1O3S1,False
ISKCJFVAAXVKSQ,ISKCJFVAAXVKSQ,C19N1O3,False
ISKDMQYBALMCSM,ISKDMQYBALMCSM,C14Cl1N3O2,False
ISKFJUFXLZRJSF,ISKFJUFXLZRJSF,C21Cl1N5O3S1,False
ISKFPBZIMGJQPM,ISKFPBZIMGJQPM,C12N3O2S1,False
ISKHILXFHYESDD,ISKHILXFHYESDD,C22N3O4,False
ISKIQZAIPVAVDQ,ISKIQZAIPVAVDQ,C22F1N3O3,False
ISKLWQFIHUROQX,ISKLWQFIHUROQX,C18N4O2,False
ISKPPNAMPJHLHD,ISKPPNAMPJHLHD,C13N4O2,False
ISKRRGVLKMXVSH,ISKRRGVLKMXVSH,C42N1O12P1,False
ISKTYBVXVAGXIY,ISKTYBVXVAGXIY,C18N2O4,False
ISKVIJPQYJOUFD,ISKVIJPQYJOUFD,C14N2O4S1,False
ISKXYBMBIMYAGK,ISKXYBMBIMYAGK,C16N2O2,False
ISLAVDOFEDXDMT,ISLAVDOFEDXDMT,C14N3O2,False
ISLBUEBEZDNKEF,ISLBUEBEZDNKEF,C12N2O4,False
ISLDDRZZOPRZFQ,ISLDDRZZOPRZFQ,Br1C14F1N1O3,False
ISLIWLGPWGKEAL,ISLIWLGPWGKEAL,C23Cl1N5O3S1,False
ISLJZDYAPAUORR,ISLJZDYAPAUORR,C13N3O6S2,False
ISLKPJPXALQKMM,ISLKPJPXALQKMM,C18N3O4,False
ISLMPORNPUKMRS,ISLMPORNPUKMRS,C15F3N2O2,False
ISLNYSFHXQCJAA,ISLNYSFHXQCJAA,C19N2O3,False
ISLNZVQXYKZGJC,ISLNZVQXYKZGJC,C21N2O3,False
ISLOXWIVNLSSRF,ISLOXWIVNLSSRF,C16F1N2O2,False
ISLQPMHZANRFDM,ISLQPMHZANRFDM,C16N3O3S1,False
ISLSENBHPARVEJ,ISLSENBHPARVEJ,C12Cl1F1N2O2S2,False
ISLSNPRUOGKUQD,ISLSNPRUOGKUQD,C17N2O2S1,False
ISLUWNACHNHVBS,ISLUWNACHNHVBS,Br1C14N6O1S1,False
ISLWPMFYFROLOA,ISLWPMFYFROLOA,C20N4O2,False
ISLXCSVYDMWCNV,ISLXCSVYDMWCNV,C18N5O1,False
ISLYVROQSJYFAZ,ISLYVROQSJYFAZ,C17Cl1O6,False
ISLYYWXDPLNNED,ISLYYWXDPLNNED,C17N3O4,False
ISMAQAGCDXKOGI,ISMAQAGCDXKOGI,C17N2O4S1,False
ISMCITAXLBYWDD,ISMCITAXLBYWDD,C19N1O3,False
ISMDKWSIMVXHLR,ISMDKWSIMVXHLR,C18Cl1N2O3,False
ISMGVRVGSHCLKS,ISMGVRVGSHCLKS,C18F1N4O2,False
ISMHAZMNDUAHLK,ISMHAZMNDUAHLK,C22Cl1N2O4S1,False
ISMHYTCEGOBQMG,ISMHYTCEGOBQMG,C15N2O3,False
ISMKGAUFGAUDEO,ISMKGAUFGAUDEO,C17N5O1S1,False
ISMLKUXHUYSTPY,ISMLKUXHUYSTPY,C74N14O41,False
ISMMQHQWSKEKTM,ISMMQHQWSKEKTM,C15N2O3S1,False
ISMMYAZSUSYVQG,ISMMYAZSUSYVQG,C9F1O2,False
ISMMYSMCWYCRCO,ISMMYSMCWYCRCO,C21F3N4O1,False
ISMOOZIGPNEZLA,ISMOOZIGPNEZLA,C16N2O3S1,False
ISMPDXZFMULWMF,ISMPDXZFMULWMF,C15F3N6,False
ISMQQAWSWRQRHU,ISMQQAWSWRQRHU,C18N1O3S1,False
ISMTYWQWKQRTNM,ISMTYWQWKQRTNM,C22O7,False
ISMUGWMKUVABAZ,ISMUGWMKUVABAZ,C21N1O11,False
ISMXQRXOULMVTD,ISMXQRXOULMVTD,C17N7O1,False
ISNBJLXHBBZKSL,ISNBJLXHBBZKSL,C16N3O4S2,False
ISNCUIZGHUZGJT,ISNCUIZGHUZGJT,C16N5O3S1,False
ISNDDOHFGTWSLW,ISNDDOHFGTWSLW,C16N5S1,False
ISNDPKYCHFVVQP,ISNDPKYCHFVVQP,Br1C13N6O1,False
ISNDTNDJSXYNKT,ISNDTNDJSXYNKT,C41O12,False
ISNGCXOBLYOBRL,ISNGCXOBLYOBRL,C18N3O3,False
ISNGUFZYVDCAJR,ISNGUFZYVDCAJR,C14Cl1N5,False
ISNHKNQRUGOLMJ,ISNHKNQRUGOLMJ,C17N7O1,False
ISNJDETYGPKSJC,ISNJDETYGPKSJC,C18N4O3,False
ISNKGHIHBITAEG,RHTVEOLOMRDENY,C14O6,True
ISNKOPASQINJFV,ISNKOPASQINJFV,Br1C14N5,False
ISNONCBJUJJMTL,ISNONCBJUJJMTL,C14N5O3,False
ISNOVUWUTYECML,ISNOVUWUTYECML,C22N2O2,False
ISNQQIVFYFMVDH,ISNQQIVFYFMVDH,C16N2O4S1,False
ISNQRFDHHYPNKH,ISNQRFDHHYPNKH,C15N1O4,False
ISNRGFSWSJFEDQ,ISNRGFSWSJFEDQ,C14N3O4S1,False
ISNRVVKKHPECQN,ISNRVVKKHPECQN,C27O15,False
ISNXJHOWKLBDDM,ISNXJHOWKLBDDM,C21N7,False
ISNYGDZQMUYAPQ,ISNYGDZQMUYAPQ,C15N2O3S1,False
ISNYUQWBWALXEY,ISNYUQWBWALXEY,C31N2O6,False
ISOBHJFYRHQCBX,ISOBHJFYRHQCBX,C16N5O2,False
ISOBSMUAYZSTOX,ISOBSMUAYZSTOX,C18N4O1,False
ISOCDPQFIXDIMS,ISOCDPQFIXDIMS,C25N6O2,False
ISOCHTXZLBPKCL,ISOCHTXZLBPKCL,C13N2O3,False
ISOFAKYQDKZUGV,ISOFAKYQDKZUGV,C19F1N1O3,False
ISOFIMKVDGTXBQ,ISOFIMKVDGTXBQ,C11N3O4,False
ISOFVEQYAADLGF,ISOFVEQYAADLGF,C15N3O3,False
ISOHYVPAXKTBJE,ISOHYVPAXKTBJE,C21N2O4,False
ISOHZTUDXCTRKP,ISOHZTUDXCTRKP,C16N2O2S1,False
ISOJKWWHNAGRGL,ISOJKWWHNAGRGL,C20N2O3,False
ISOORSPSAVBLQP,ISOORSPSAVBLQP,C16N4O2,False
ISOOSOYRHOQCQD,ISOOSOYRHOQCQD,C17N4O1S1,False
ISOPDDLWGPYKJU,ISOPDDLWGPYKJU,C13Cl2N1O4,False
ISOPUBLSLLMSGJ,ISOPUBLSLLMSGJ,C17Cl1N3O2,False
ISOQVORRZLHGFV,ISOQVORRZLHGFV,C17N6O2,False
ISORVXAKJQYEBL,ISORVXAKJQYEBL,C19N4,False
ISOUZKGSZAXQHE,ISOUZKGSZAXQHE,Br1C13N2O4S1,False
ISOXZAKBYGXANI,ISOXZAKBYGXANI,C18N3O1,False
ISPBCAXOSOLFME,ISPBCAXOSOLFME,C30F2N4O5,False
ISPDKMKLCKWESX,ISPDKMKLCKWESX,C19N2O3,False
ISPDYRGLFJINRU,ISPDYRGLFJINRU,C19N3O2,False
ISPHLDVRMKNSCP,ISPHLDVRMKNSCP,C18N4O2,False
ISPIUPHYYDMUCV,ISPIUPHYYDMUCV,C19N4O2,False
ISPNEEBIYGNYAF,ISPNEEBIYGNYAF,C15F2N4O3,False
ISPPUELSQILONS,ISPPUELSQILONS,C18Cl1N1O3S1,False
ISPVACVJFUIDPD,ISPVACVJFUIDPD,C13Cl1F1N1O3,False
ISPVOUJOSMUTQU,ISPVOUJOSMUTQU,C14N3O4S1,False
ISPWZAJJEVBKKZ,ISPWZAJJEVBKKZ,C16N4O2,False
ISPXSJJKDMDXMC,ISPXSJJKDMDXMC,C19N2O2S1,False
ISQAPFMBJFZOLG,ISQAPFMBJFZOLG,C24N1O4S1,False
ISQAREJEHFACGV,YPYKBXFOIPSIPZ,C19N5O1,True
ISQFHBMCRJDFAO,ISQFHBMCRJDFAO,C18N4,False
ISQFSMUTDAPAPY,ISQFSMUTDAPAPY,C18N4O3S1,False
ISQFYQDJAPZXQJ,ISQFYQDJAPZXQJ,C25N3O3,False
ISQNCPDCUVMPMY,ISQNCPDCUVMPMY,C16N7O2,False
ISQOBUWYKDCOEB,ISQOBUWYKDCOEB,C16F4N2O3S1,False
ISQOEFZVRXLFCE,ISQOEFZVRXLFCE,C16N3O2,False
ISQRHNHHKLNHOK,ISQRHNHHKLNHOK,C16N4O1S1,False
ISQRJFLLIDGZEP,ISQRJFLLIDGZEP,C21O10,False
ISQSNWAAYWYKAY,ISQSNWAAYWYKAY,C12N3O3S1,False
ISQSOQPQSQIQPV,ISQSOQPQSQIQPV,C14Cl1N1O4,False
ISQUKXPGUBYEGI,ISQUKXPGUBYEGI,C16N7O1,False
ISQUNAAALVXWGI,ISQUNAAALVXWGI,C32O14,False
ISQUSJRLJGKTBS,ISQUSJRLJGKTBS,C28N1O5,False
ISQVQVIHZXVPLO,ISQVQVIHZXVPLO,C19N3O1,False
ISQWKBWRIMCKRO,ISQWKBWRIMCKRO,C12N4O3S2,False
ISQXXPVMHJUQFO,ISQXXPVMHJUQFO,Br1C17Cl1F1N3O3,False
ISQZOMGWARGNTE,ISQZOMGWARGNTE,C13N3O2,False
ISRBOMKNIYQWBO,ISRBOMKNIYQWBO,C14F1N3O2,False
ISRDLTSSLSPJER,ISRDLTSSLSPJER,C15N6O2S1,False
ISRGBERFYCZNPL,ISRGBERFYCZNPL,Br1C22N2O1,False
ISRGTVNHYXQLJY,ISRGTVNHYXQLJY,C16F2N2O2,False
ISRIKHAUGJGJAT,ISRIKHAUGJGJAT,C21N3O4,False
ISRLGBURWVSYDB,ISRLGBURWVSYDB,C13N1O4S1,False
ISRLJJVFKSOMLC,ISRLJJVFKSOMLC,C15Cl1O6,False
ISRNHHZOAJXTIE,ISRNHHZOAJXTIE,Br1C18F1N1O3,False
ISRODTBNJUAWEJ,ISRODTBNJUAWEJ,C17N1O1,False
ISRPGJNGTCQTQX,ISRPGJNGTCQTQX,C44N1O4,False
ISRQCNONLNOPTB,ISRQCNONLNOPTB,C7Cl1F1O3,False
ISRQWOBVDNBKPQ,ISRQWOBVDNBKPQ,C17N3O3,False
ISRQZOWBTLRBIE,ISRQZOWBTLRBIE,C16N4O4,False
ISRSEIOHPOYORM,ISRSEIOHPOYORM,C16N5O3,False
ISRUBYLLRORYKM,ISRUBYLLRORYKM,C16Cl1N5O2,False
ISRUGXGCCGIOQO,ISRUGXGCCGIOQO,C11N1O3,False
ISRUUDXKALORTN,ISRUUDXKALORTN,C18N5O1,False
ISRVBEUHJYHLPS,ISRVBEUHJYHLPS,C18F2N1O4S1,False
ISRVFTWCRYAASM,ISRVFTWCRYAASM,C16N3O4,False
ISRWCHPCWXEQAM,ISRWCHPCWXEQAM,C17N4O2,False
ISRWKQYDEKDWAY,ISRWKQYDEKDWAY,C16N4O2,False
ISRYWMCAZWQLJZ,ISRYWMCAZWQLJZ,C18N3O3,False
ISSAAXZAYZFBAQ,ISSAAXZAYZFBAQ,C16N4O2,False
ISSAZGAGZSCXMS,ISSAZGAGZSCXMS,C12N4O1S2,False
ISSDIZKJEZAROR,ISSDIZKJEZAROR,C19N3O2,False
ISSGPXMQOMAFMJ,ISSGPXMQOMAFMJ,C54O6,False
ISSHGCWSFDEOCJ,ISSHGCWSFDEOCJ,C17N3O2,False
ISSIIHYBRWGLQE,ISSIIHYBRWGLQE,C17F1N1O5,False
ISSIQMVXCCXQAY,ISSIQMVXCCXQAY,C16F3N2O3,False
