metric_ik14,n_inchikey14,inchikey14s,example_smiles
GEVGPWJNGZPSJJ,2,GEVGPWJNGZPSJJ;GVKKJJOMQCNPGB,CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C;C=C1COc2c1c(O)c(O)c1c3c(ccc21)C(C)(C)CCC3
GFFUFJRDSXHUKJ,2,GFFUFJRDSXHUKJ;JDTUMPKOJBQPKX,O=C(CO)C(O)C(O)C(O)C(O)COP(=O)(O)O;O=C(C(O)C(O)CO)C(O)C(O)COP(=O)(O)O
GFMGHHYHOFNBHB,2,GFMGHHYHOFNBHB;HFHZKZSRXITVMK,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O;CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O
GGCLNOIGPMGLDB,2,GGCLNOIGPMGLDB;NYOXRYYXRWJDKP,CC(C)CCCC(C)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C;CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
GHNUGJFRLZOCLT,2,GHNUGJFRLZOCLT;QAUFEYITPFCZGA,O=C(NCCN1CCOCC1)c1ccccc1N1C(=O)C2Cc3c([nH]c4ccccc34)C(c3ccccc3)N2C1=O;O=C(NCCN1CCOCC1)c1ccccc1-n1c(O)c2n(c1=O)C(c1ccccc1)c1[nH]c3ccccc3c1C2
GIEGFYVKVGBXMQ,2,GIEGFYVKVGBXMQ;IQWYAQCHYZHJOS,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21;CN1C(=O)C=NC(=C2CCCCC2)c2cc(Cl)ccc21
GIPXGLUHCZGBNN,2,CPMFRQHRPWPNMP;GIPXGLUHCZGBNN,CCC(C)C(O)C(C)(O)C=CC1=CC2=C(Cl)C(=O)C(C)(O)C(O)C2CO1;CCC(C)C(O)C(C)(O)C=CC1=CC2=C(CO1)C(O)C(C)(O)C(=O)C2Cl
GIWZEELPLKPYBA,2,GIWZEELPLKPYBA;LQKQLKMTJOMCMJ,CCCc1c(-c2ccccc2)nn(-c2ccccn2)c1O;CCCc1c(-c2ccccc2)[nH]n(-c2ccccn2)c1=O
GJFCONYVAUNLKB,2,GJFCONYVAUNLKB;UREBDLICKHMUKA,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO;CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
GJQZAVZVMZAKQC,2,GJQZAVZVMZAKQC;RLAMCBCLGQPCIW,N=C(O)c1cc(C(O)C=O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O;NC(=O)c1cc(C(=O)CO)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
GKLMLTJRFZBYPA,2,GKLMLTJRFZBYPA;NIYXMGSLECQTQT,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12;C=C1C(=O)OC2C1CC=C(C)C1C(=O)C=C(CO)C12
GLDDJXYFHWRGPI,2,GLDDJXYFHWRGPI;SUFXXEIVBZJOAP,O=C1CC(c2ccc(N3CCOCC3)cc2)(c2ccsc2)NC(=O)C1Sc1ccccc1Cl;O=C1NC(c2ccc(N3CCOCC3)cc2)(c2ccsc2)CC(O)=C1Sc1ccccc1Cl
GLRYEFNRKJNSFB,2,GLRYEFNRKJNSFB;NCKLQXXBRWCYMA,CCC1(c2ccccc2)C2=CNNC2=NC2=C1C(=O)CC(C)(C)C2;CCC1(c2ccccc2)C2=C(CC(C)(C)CC2=O)Nc2[nH]ncc21;CCC1(c2ccccc2)c2c[nH]nc2N=C2CC(C)(C)CC(=O)C21
GMQFVRBNDLKBSV,2,GMQFVRBNDLKBSV;NCNPHJFRWXRNSW,CCC(=O)C1=C(NCCc2c(C)[nH]c3ccc(OCc4ccccc4)cc23)CC(c2ccccc2)CC1=O;CCC(=O)C1C(=O)CC(c2ccccc2)CC1=NCCc1c(C)[nH]c2ccc(OCc3ccccc3)cc12
GMXUCWWKTHWJBA,2,GMXUCWWKTHWJBA;JOTBQNZRZAUSBB,COC(=O)C1=C(C)Nc2sc(C(N)=O)c(N)c2C1c1cc(OC)c(OC)c(OC)c1;COC(=O)C1C(C)=Nc2sc(C(N)=O)c(N)c2C1c1cc(OC)c(OC)c(OC)c1
GNGACRATGGDKBX,2,GNGACRATGGDKBX;LXJXRIRHZLFYRP,O=CC(O)COP(=O)(O)O;O=C(CO)COP(=O)(O)O
GNSHTSGCUGMNBL,2,GNSHTSGCUGMNBL;IYEHRWJNUWAXAD,CCC=CCC1C=CC(=O)C1CCCCCCCC(=O)O;CCC=CC=C1CCC(=O)C1CCCCCCCC(=O)O
GNSVLCDRVBSQFK,2,GNSVLCDRVBSQFK;SQTZIZRZYBUMMV,Cc1c(NN=C2C(O)=NC(=O)N=C2O)cccc1[N+](=O)[O-];Cc1c(N=Nc2c(O)[nH]c(=O)[nH]c2=O)cccc1[N+](=O)[O-]
GNTLBHXIXYCKMV,2,GNTLBHXIXYCKMV;XANZFICLJFFUKG,COc1ccc2c(O)c([N+](=O)[O-])c(=O)oc2c1;COc1ccc2c(=O)c([N+](=O)[O-])c(O)oc2c1
GNVOKCURJPYONL,2,GNVOKCURJPYONL;MMLDHJRGTZHNHV,O=C(NC1CC1)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1Cc1ccccc1;O=C(NC(Cc1ccccc1)C(O)C(=O)NC1CC1)c1ccc(O)n1Cc1ccccc1
GODJMHBXPZFJCV,2,GODJMHBXPZFJCV;PSXQJZDFWDKBIP,CC(CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(=O)O;CC(CCCC(C)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C)C(=O)O
GOJRHLKLWMSXMB,2,GGWHBJGBERXSLL;GOJRHLKLWMSXMB,CCCC(=NOCC)C1=C(O)CC(C2CCCSC2)CC1=O;CCCC(=NOCC)C1C(=O)CC(C2CCCSC2)CC1=O
GQAFVLSFQHDGSV,2,GQAFVLSFQHDGSV;ZIVLQBGWHQHVTC,N#CC1=C(N)Oc2oc3cc(Cl)ccc3c(=O)c2C1c1ccccc1;N#CC1C(=N)Oc2oc3cc(Cl)ccc3c(=O)c2C1c1ccccc1
GRLPXIBTBJOEED,2,GRLPXIBTBJOEED;QPOMKOZJVOVZPQ,C=C1CCC2C(C)(CO)C(OC3OC(CO)C(O)C(O)C3O)CCC2(C)C1C(=O)CC1=CCOC1=O;CC1=C(C(=O)C=C2CCOC2=O)C2(C)CCC(OC3OC(CO)C(O)C(O)C3O)C(C)(CO)C2CC1
GRNFHFPTLWZQTQ,2,GRNFHFPTLWZQTQ;OSFCFXQMAHURHU,O=C1c2c(cc(O)c(C3OC(CO)C(O)C(O)C3O)c2O)OC(c2ccc(O)c(O)c2)C1O;O=C1C(O)c2c(cc(O)c(C3OC(CO)C(O)C(O)C3O)c2O)OC1c1ccc(O)c(O)c1
GRZAUXJKSWFZCU,2,FBVFZWUMDDXLLG;GRZAUXJKSWFZCU,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1;Oc1c2c(c(O)n1CCCCN1CCN(c3nsc4ccccc34)CC1)CCCC2
GSEWODUYOOBDMD,2,GSEWODUYOOBDMD;SWWVFYHSSOWZMF,CC1=C(C(=O)OC2CCCCC2)C(c2ccc([N+](=O)[O-])cc2)C2=C(CC(C)(C)CC2=O)N1;CC1=C(C(=O)OC2CCCCC2)C(c2ccc([N+](=O)[O-])cc2)C2C(=O)CC(C)(C)CC2=N1
GSRYMEGAFNORST,2,FLGGZSYODYRWKA;GSRYMEGAFNORST,C#CCOC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C2C1;C#CCOC(=O)C1(C)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC(C)=O)C(C)(C)C2CCC13C
GTEZGWRJBVMNTO,2,GFPAMSMSSWZPFE;GTEZGWRJBVMNTO,O=C(O)CNC(=O)CC1SC(=NN=Cc2c(-c3ccccc3)[nH]c3ccccc23)NC1=O;O=C(O)CNC(=O)Cc1sc(NN=Cc2c(-c3ccccc3)[nH]c3ccccc23)nc1O
GTXJPUZLSHYCHH,2,AEKPZNDJHWFONI;GTXJPUZLSHYCHH,COC(=O)C1(Cc2ccc(O)cc2)OC(=O)C(O)=C1c1ccc(O)cc1;COC(=O)C1(Cc2ccc(O)cc2)OC(=O)C(=O)C1c1ccc(O)cc1
GTXZTKMMFNOOMW,2,GTXZTKMMFNOOMW;MRPJBTFHICBFNE,COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2=O;COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2O
GUMYCIPKCIJPNV,2,GUMYCIPKCIJPNV;OKXVTYXMGOFJFT,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(O)cc1O;CC1(C)C=C2OC3=C(C(=O)CC(C)(C)C3)C(c3ccc(O)cc3O)C2C(=O)C1
GUWANAIOLGNGNK,2,GUWANAIOLGNGNK;WSEYCFRTHRBUAY,CCOc1ccc(C(O)=Nc2c(C)nc3ncnn3c2O)cc1OCC;CCOc1ccc(C(=O)Nc2c(C)[nH]c3ncnn3c2=O)cc1OCC
GVODYIATQUUPAG,2,GVODYIATQUUPAG;KNDPLJZJPQWOMQ,CC=C(C)C1C(C)=CC2C(O)CCC(C)C2C1C=CC=CC(=O)O;CC=C(C)C1C(C)=CC2C(O)CCC(C)C2C1=CC=CCC(=O)O
GWWXUPZJMZQFHK,2,GWWXUPZJMZQFHK;ZMOXNUGOJSHBRR,CCC(C)C(O)C(C)(O)C=CC1=CC2=CC(=O)C(C)(O)C(O)C2CO1;CCC(C)C(O)C(C)(O)C=CC1=CC2=C(CO1)C(O)C(C)(O)C(=O)C2
GXAHUZMCACKPFI,2,DBXFAPJCZABTDR;GXAHUZMCACKPFI,CC=C(C)C(=O)NC(c1ccccc1)C(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(OC(C)=O)C(=C1C)C2(C)C;CC=C(C)C(O)=NC(c1ccccc1)C(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(OC(C)=O)C(=C1C)C2(C)C;CCC(C)C(=O)NC(C(=O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(OC(C)=O)=C(C1C)C2(C)C)c1ccccc1
GXLWPTUCVZRTBQ,2,GVQIFYBFFGQRGS;GXLWPTUCVZRTBQ,O=C(O)c1c2[nH]c3ccccc3nc-2ccc1=O;O=C(O)c1c(O)ccc2nc3ccccc3nc12
GXRPWZGDLHUYHF,2,GXRPWZGDLHUYHF;WFHOTQAGTMXRSX,CCOc1cc(C2C(C(=O)OC)=C(C)NC3=C2C(=O)CC(c2ccc(OC)cc2)C3)cc(Br)c1O;CCOc1cc(C2C(C(=O)OC)=C(C)N=C3CC(c4ccc(OC)cc4)CC(=O)C32)cc(Br)c1O
GZEJZYHQGMIMCZ,2,FQACVCUXLWECJC;GZEJZYHQGMIMCZ,CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1c(Cl)cccc1Cl;CC(C)OC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1c(Cl)cccc1Cl
GZQGQLZRQAZCQE,2,GYBNSBLUKWPBKZ;GZQGQLZRQAZCQE,Cc1cc(N2C(=O)C3CCC(c4ccccc4)CC3C2=O)no1;Cc1cc(-n2c(O)c3c(c2O)CC(c2ccccc2)CC3)no1
HABABBJHFQFUCQ,2,HABABBJHFQFUCQ;MRTYYJWDYPABSE,CC1=C(CCC(C)OC2OC(CO)C(O)C(O)C2O)C(C)(C)CCC1=O;CC(CC=C1C(C)C(=O)CCC1(C)C)OC1OC(CO)C(O)C(O)C1O
HADLBOQQDXNKKQ,2,HADLBOQQDXNKKQ;KKNXLCGOZLVUHL,CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O;CC(C)=CCC1(CC=C(C)C)C(=O)C(=O)C(=O)C1O
HBDGRBJTTWMKEF,2,HBDGRBJTTWMKEF;KAXRAXSOOYOTKP,Cc1ccc(C(C)C)c(OCC(=O)NNC2=C(C(=O)C(F)(F)F)CCC2)c1;Cc1ccc(C(C)C)c(OCC(=O)NN=C2CCCC2C(=O)C(F)(F)F)c1
HBTLQMKVKXQBDG,2,HBTLQMKVKXQBDG;QVNXPWJNUKKMHP,COC(=O)C1=C2Nc3ccccc3C23CCN2CC4OC4C(C(C)O)(C1)C23;COC(=O)C1CC2(C(C)O)C3OC3CN3CCC4(C1=Nc1ccccc14)C32
HCDAFONQLVLJHP,2,DSRCZNGREFZFFL;HCDAFONQLVLJHP,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cccnc1;CCOC(=O)C1C(=N)Oc2c(c(=O)oc3ccccc23)C1c1cccnc1
HCYPCARBSOOLOX,2,HCYPCARBSOOLOX;YFPLUTJZUXLEEA,Cc1ccccc1C1c2[nH]c3ccccc3c2CC2C(=O)N(c3ccccc3C(=O)NCCCN3CCOCC3)C(=O)N21;Cc1ccccc1C1c2[nH]c3ccccc3c2Cc2c(O)n(-c3ccccc3C(=O)NCCCN3CCOCC3)c(=O)n21
HDOVLPFABNJQJO,2,HDOVLPFABNJQJO;NRNCYVBFPDDJNE,NC1=NC(=O)C(c2ccccc2)O1;N=C1N=C(O)C(c2ccccc2)O1;Nc1nc(O)c(-c2ccccc2)o1
HDUDJHXANSNDLI,2,HDUDJHXANSNDLI;URTDJWMAWZTAIX,CCCCC(=O)C1=C(NCCc2c(C)[nH]c3ccc(OCc4ccccc4)cc23)CC(c2ccccc2)CC1=O;CCCCC(=O)C1C(=O)CC(c2ccccc2)CC1=NCCc1c(C)[nH]c2ccc(OCc3ccccc3)cc12
HFLBXLIRUCSXJU,2,RBTNARRBWGUBEI;WJZHVBZSCOLDKV,O=c1[nH]c(O)c(C=C2C=Nc3ccccc32)[nH]1;OC1=NC(=Cc2c[nH]c3ccccc23)C(O)=N1
HFXNJJSIIJIEIS,2,HFXNJJSIIJIEIS;HVAVEUHAOCVIPN,CCCc1c(CC=C(C)CC=CC(C)C)[nH]c(=O)c(C)c1O;CCCc1c(C=CC(C)CC=CC(C)C)[nH]c(=O)c(C)c1O
HFZOGYBDYPJOJM,2,HFZOGYBDYPJOJM;XJQDQLROSDUFQM,CCCOc1ccc(C(O)=C2C(=O)C(=O)N(CCCn3ccnc3)C2c2ccc(C)o2)cc1;CCCOc1ccc(C(=O)C2C(=O)C(=O)N(CCCn3ccnc3)C2c2ccc(C)o2)cc1
HGOYXKUUBOUAGQ,2,FABHTQBBYDEWAK;HGOYXKUUBOUAGQ,CC(CCC(=O)OC(C(O)C=O)C(O)C(O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C;CC(CCC(=O)OC(C(=O)CO)C(O)C(O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
HGWDINUQUBZCLU,2,FUQKGAWRINVOJB;HGWDINUQUBZCLU,COc1ccc(OC)c(C2NC(=S)NC(C)=C2C(=O)OC2CCC(C)C(C)C2)c1;COc1ccc(OC)c(C2NC(=S)N=C(C)C2C(=O)OC2CCC(C)C(C)C2)c1
HHAJYXVGFTWEON,2,HHAJYXVGFTWEON;JPSRTIPVKBXNMI,COc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccncc2)cc1;COc1ccc(C2CC(=O)C3C(=Nc4ccccc4NC3c3ccncc3)C2)cc1
HHMJEEJFKSUMIQ,2,CAFFMLWUOKJJOO;HHMJEEJFKSUMIQ,COc1cc(C2NC(O)=NC(C)=C2C(=O)OC2CCC(C)CC2)ccc1O;COc1cc(C2NC(=O)N=C(C)C2C(=O)OC2CCC(C)CC2)ccc1O
HIJAIUAMGKFJNQ,2,HIJAIUAMGKFJNQ;NTCKKRUZZHJSGL,COc1cc(C2C(C#N)=C(N)Oc3n[nH]c(C(C)C)c32)cc2c1OCO2;COc1cc(C2c3c(C(C)C)n[nH]c3OC(=N)C2C#N)cc2c1OCO2
HIQYFEBMHDFUID,2,HIQYFEBMHDFUID;XLTANAWLDBYGFU,CCN1CC2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14;CCN1CC2(COC(=O)c3ccccc3-n3c(O)cc(C)c3O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14
HJARACQGFSZXII,2,FUOQAYXHADBSHX;HJARACQGFSZXII,CCOc1cc(C2C(C(=O)OCCOC(C)C)=C(C)NC3=C2C(=O)CC(c2ccc(OC)c(OC)c2)C3)ccc1O;CCOc1cc(C2C(C(=O)OCCOC(C)C)=C(C)N=C3CC(c4ccc(OC)c(OC)c4)CC(=O)C32)ccc1O
HJMATBDGCKEHQI,2,HJMATBDGCKEHQI;VPGRYOFKCNULNK,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C;CC(=O)OCC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C
HJQMCDSPRPSRDC,2,HJQMCDSPRPSRDC;SIMYSVHBWCLMHU,O=C(Nn1cnnc1)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1;O=C(Nn1cnnc1)c1ccc(-n2c(O)c3c(c2O)C2C=CC3C2)cc1
HJTVQHVGMGKONQ,2,HJTVQHVGMGKONQ;UEPVWRDHSPMIAZ,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O;COc1cc(C=CC(O)=CC(=O)C=Cc2ccc(O)cc2)ccc1O
HJVIUZHNRJYUTG,2,HJVIUZHNRJYUTG;KMXKUZAFSGQYGL,C=Cc1[nH]cc(OC)c2c3ccccc3nc1-2;C=Cc1ncc(OC)c2c1[nH]c1ccccc12
HLIAQHIQUMETAS,2,DIIBOMKFBXNXFN;HLIAQHIQUMETAS,CCCCOc1ccccc1C1C(C(=O)OCc2ccccc2)=C(N)Oc2cc(C)oc(=O)c21;CCCCOc1ccccc1C1c2c(cc(C)oc2=O)OC(=N)C1C(=O)OCc1ccccc1
HLXHEGJDRGOBJU,2,HLXHEGJDRGOBJU;IWIISBMWNKBQQH,CC=CCC(C)CC(C)C(O)=C1C(=O)NC(C(O)c2ccc(O)cc2)C1=O;CC=CCC(C)CC(C)C(=O)c1c(O)[nH]c(C(O)c2ccc(O)cc2)c1O
HMJSBVCDPKODEX,2,HMJSBVCDPKODEX;ZMGUKFHHNQMKJI,COc1ccc(C=CC(=O)C=C(O)C=Cc2ccc(OC)c(OC)c2)cc1OC;COc1ccc(C=CC(=O)CC(=O)C=Cc2ccc(OC)c(OC)c2)cc1OC
HMVBKWJHWNRQGB,2,HMVBKWJHWNRQGB;QWSYKJZSJYRUSS,CC(C=CC=C(CO)C(N)=O)C(O)C(C)C(O)C(C)C1OC2(C)CCC(O2)C1C;CC(=CC=CC(CO)C(N)=O)C(O)C(C)C(O)C(C)C1OC2(C)CCC(O2)C1C
HMWBVXRIMOMPSB,2,HMWBVXRIMOMPSB;MNEODYFHQBZJNQ,CCOC(=O)c1c(Nc2ccccc2Cl)oc(C=C2C=Nc3ncccc32)c1O;CCOC(=O)C1C(=O)C(=Cc2c[nH]c3ncccc23)OC1=Nc1ccccc1Cl
HNBHFEHAJNMFKF,2,DXWHOKCXBGLTMQ;HNBHFEHAJNMFKF,CC1=C(C)C(=O)OC(C(C)(O)C2CCC3C4C5OC5C5(O)CC=CC(=O)C5(C)C4CCC32C)C1;CC1=C(C)C(=O)OC(C(C)(O)C2CCC3C4C5OC5C5(O)C=CCC(=O)C5(C)C4CCC32C)C1
HOPZWKBQZZDSHF,2,FXUFRJQCBVSCRZ;HOPZWKBQZZDSHF,CCC12C=CCN3CCC4(C(=C(C(=O)OC)C1)Nc1cc(O)ccc14)C32;CCC12C=CCN3CCC4(C(=Nc5cc(O)ccc54)C(C(=O)OC)C1)C32
HOSKZAVLPRXMPO,2,HOSKZAVLPRXMPO;WJMFXQBNYLYADA,O=C(O)C1=Cc2cc(O)c(O)cc2C(c2ccc(O)c(O)c2)C1C(=O)O;OC(O)=c1cc2cc(O)c(O)cc2c(-c2ccc(O)c(O)c2)c1=C(O)O
HPCYLKHVBKUWOD,2,HPCYLKHVBKUWOD;ZLLSJSCMMZBYRY,C=CC(C)(C)c1[nH]c2c3c(ccc2c1CC1NC(=O)C2=CCCN2C1=O)OC(C)(C)C=C3;C=CC(C)(C)c1[nH]c2c3c(ccc2c1Cc1nc(O)c2n(c1=O)CCC2)OC(C)(C)C=C3
HPFDVAWKKSVJQU,2,HPFDVAWKKSVJQU;QPRFPNXSPLHEGF,CC1=NN(c2ccccc2)C(=O)C1C(=NNC(=O)c1ccc(Cl)cc1)C(F)(F)F;Cc1[nH]n(-c2ccccc2)c(=O)c1C(=NNC(=O)c1ccc(Cl)cc1)C(F)(F)F
HPHUUJBAOOTVNM,2,HPHUUJBAOOTVNM;XIQAYEHIMANYLW,O=C1NC2=C(C(=O)N(CC3CCCO3)C2)C(c2ccccc2Cl)N1;O=C1N=C2CN(CC3CCCO3)C(=O)C2C(c2ccccc2Cl)N1
HPROWNGJLHZLKK,2,HPROWNGJLHZLKK;IPWPEUJWMOPJDG,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)C(O)C2=O;CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)C(=O)C2O
HQEFXKCRJVEWNU,2,AJFWITSBVLLDCC;HQEFXKCRJVEWNU,CC(C)c1nc2c([nH]1)C(=O)C(=O)c1ccccc1-2;C=C(C)c1nc2c(O)c(O)c3ccccc3c2[nH]1
HQEYKJDKEHKCAO,2,HQEYKJDKEHKCAO;ZOTWMSRUNUERKM,CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)CC(C)(C)C1)C2c1ccccc1OCc1ccccc1Cl;CC1(C)C=C2N=C3CC(C)(C)CC(=O)C3C(c3ccccc3OCc3ccccc3Cl)C2C(=O)C1
HQGKUJZDEUTMLT,2,HQGKUJZDEUTMLT;YLIUZRWENFNXMA,CC(=O)c1cc(C)c(O)c(CC2=C(O)C(C)OC2=O)c1O;CC(=O)c1cc(C)c(O)c(Cc2c(O)oc(C)c2O)c1O
HRJQXKNZNXFXNI,2,HRJQXKNZNXFXNI;SIFLWUIQICACCC,CCn1cc(C2C(C(=O)Nc3cc(C)ccn3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(C)n1;CCn1cc(C2C(C(=O)Nc3cc(C)ccn3)=C(C)N=C3CC(C)(C)CC(=O)C32)c(C)n1
HRMRFDICIWSDDC,2,HRMRFDICIWSDDC;UTGBBPSEQPITLF,CC1=CCC2(C)C(=O)C(O)=C(C(C)CO)C2CC=C(C)C(O)CCC(C)=CCC1;CC1=CCC2(C)C(=O)C(=O)C(=C(C)CO)C2CCC(C)C(O)CCC(C)=CCC1
HSRJFQIALKITBQ,2,HSRJFQIALKITBQ;ZGUNMNCNGJXADK,CC(C)CC(C1=C(O)C(C)(C)C(=O)C(C)(C)C1=O)c1c(O)cc(O)c(C(=O)C(C)C)c1O;CC(C)CC(c1c(O)cc(O)c(C(=O)C(C)C)c1O)C1C(=O)C(C)(C)C(=O)C(C)(C)C1=O
HTLACEZDKVHAAD,2,HTLACEZDKVHAAD;ZAWXOCUFQSQDJS,CC1CC(=O)c2c(ccc3c2C(=O)c2cccc(O)c2C3=O)C1;Cc1cc(O)c2c(ccc3c(O)c4c(O)cccc4c(O)c32)c1
HTLAJHOBLXWCJO,2,HTLAJHOBLXWCJO;MLTDCNGICDWACF,COc1cc(C2Nc3ccc4ccccc4c3C3=C2C(=O)CC(C)(C)C3)ccc1OCc1ccccc1;COc1cc(C2N=c3ccc4ccccc4c3=C3CC(C)(C)CC(=O)C32)ccc1OCc1ccccc1
HUCNOYBFZPBCKM,2,HUCNOYBFZPBCKM;VRRHHTISESGZFN,CC(=O)C1=CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C;CC(=O)C1=CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C
HUIDWIYMNSZSIZ,2,HUIDWIYMNSZSIZ;SNXUWOKRCVICFV,COc1ccccc1-c1[nH]c(C(=O)NCC2CCCO2)cc2c3ccccc3nc1-2;COc1ccccc1-c1nc(C(=O)NCC2CCCO2)cc2c1[nH]c1ccccc12
HUIYQDPOQUVMPX,2,CMFBGFRHPQTELQ;HUIYQDPOQUVMPX,O=C(O)C(=C1OC(=O)C(c2ccccc2)=C1O)c1ccccc1;O=C(O)C(=C1OC(=O)C(c2ccccc2)C1=O)c1ccccc1
HULPONUAINYLQQ,2,HULPONUAINYLQQ;VDJHFHXMUKFKET,CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(C=C(CO)C(O)C12O)C1C(CC3C)C1(C)C;CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(=CC(CO)C(O)C12O)C1C(CC3C)C1(C)C
HUYVOKGTJJWNAG,2,FBRAWBYQGRLCEK;HUYVOKGTJJWNAG,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C;CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC21C
HVFMPBVKLPHTAE,2,HVFMPBVKLPHTAE;MEHHPFQKXOUFFV,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O;CC12C=CC3=C(CC=C4CC(=O)CCC43)C1CCC2O
HVFOSRLQFFYGMP,2,HVFOSRLQFFYGMP;XSMQKIDAEVUBHU,O=C(NCCCN1CCOCC1)c1cc2c3ccccc3nc-2c(-c2cccc(Br)c2)[nH]1;O=C(NCCCN1CCOCC1)c1cc2c([nH]c3ccccc32)c(-c2cccc(Br)c2)n1
HVLSFHWTAQKQMC,2,HVLSFHWTAQKQMC;OXZGFGFICRZIFY,C=C(C)C1CC2(C)C(=CC1=O)C1OC1C(O)C2C;CC(C)=C1CC2(C)C(=CC1=O)C1OC1C(O)C2C
HVQQWRLHZPHINH,2,HVQQWRLHZPHINH;ZIAXNZCTODBCKW,CC=CN=C(O)C1N=C(O)C(CC(=N)O)N=C(O)C(NC(=O)C(=O)C(C)CC)Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)C3(O)C1O;CC=CNC(=O)C1NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(=O)C(C)CC)Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)C3(O)C1O;CCC=NC(=O)C1NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(=O)C(C)CC)Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)C3(O)C1O
HWEJNHCHMKSFET,2,HWEJNHCHMKSFET;JUXUXBIHGDQKND,CC(C)C(=O)c1c(O)cc(O)c(C(C2=C(O)C(C)(C)C(=O)C(C)(C)C2=O)C(C)C)c1O;CC(C)C(=O)c1c(O)cc(O)c(C(C(C)C)C2C(=O)C(C)(C)C(=O)C(C)(C)C2=O)c1O
